索引號,慣用名,通鑑名,通鑑目錄,出處,女性,別稱,姓,名,字,號,氏,謚,生年,卒年,出生月日,去世月日,得位年,失位年,統治政權,從屬政權,籍貫,作品,相關成語,人物組合,生僻度,簡述,記載年,記載年備註,wiki異名,備注
7216,須卜單于,右骨都侯當|當|右骨都侯|須卜當|骨都侯當|後安公,40104,,,,,須卜當,,,,,0,21,,,18,21,匈奴,,,,,,,烏珠留右骨都侯，須卜居次夫，向新朝使者索要匈奴故印不得，被王莽強立為單于，立烏累單于，勸和親，被王歙脅至長安，王莽立為須卜單于，病死,,,,
7217,蒲呼盧訾,蒲呼盧訾,40105,,,,,,,,,,0,0,,,,,,匈奴,,,,,3,烏珠留右大且渠，以護送烏桓為名寇朔方,10,,,
7218,須置離,須置離|置離,40105,,,,,,,,,,0,10,,,0,10,車師後國,,,,,,,車師後王，欲亡入匈奴，被但欽斬,,,,
7219,狐蘭支,狐蘭支|狐蘭,40105,,,,,,,,,,0,0,,,,,,車師後國|匈奴,,,,,,須置離兄，輔國侯，帥餘兵降匈奴,10,,,
7220,刁護,刁護|護,40105,,,,,,,,,,0,10,,,,,,新朝,,,,,1,新朝戊己校尉，病中被殺,,,,
7221,陳良 (西漢),陳良|良,40105,,,,,,,,,,0,14,,,,,,新朝|匈奴,,,,,,新朝戊己校尉史，自稱廢漢大將軍，殺刁護降匈奴，封烏賁都尉，被烏累單于送回長安刑焚如,,,,
7222,終帶,終帶|帶,40105,,,,,,,,,,0,14,,,,,,新朝|匈奴,,,,,,新朝戊己校尉史，自稱廢漢大將軍，殺刁護降匈奴，封烏賁都尉，被烏累單于送回長安刑焚如,,,,
7223,降匈奴韓玄,韓玄,40105,,,,,,,,,,0,14,,,,,,新朝|匈奴,,,,,3,新朝戊己校尉司馬丞，殺刁護降匈奴，被烏累單于送回長安刑焚如,,,,
7224,任商,任商,40105,,,,,,,,,,0,14,,,,,,新朝|匈奴,,,,,3,新朝戊己校尉右曲候，殺刁護降匈奴，被烏累單于送回長安刑焚如,,,,
7225,武仲,漢氏劉子輿|子輿,40105,,,,武,,仲,,,,0,10,,,,,,新朝,,,,,3,新朝長安人，假冒成帝子反莽復漢，被王莽殺,,,,
7226,明德侯劉龔,明德侯|劉龔,40105,,,,,,,,,,0,0,,,,,,新朝,,,,,3,故漢宗室，新朝時賜姓王,10,,,
7227,劉愔,女|臨妻|愔|國師公女,40105,,1,,,,,,,,0,21,,,,,,新朝,,,,,3,劉歆女，嫁王臨，善星相言白衣會，共謀殺王莽被誅,,,,
7228,孫建子,孫建世子,40105,,,,,,,,,,0,0,,,,,,新朝,,,,,4,孫建子，假冒醫生問孝平王皇后疾而相親，被鞭笞轟走,10,,,一說名孫襐或孫豫
7229,苗訢,苗訢|利苗男訢|國師,40106,,,,,,,,,,0,23,,,,,,新朝,,,,,,新朝五威將軍、大司馬、國師，參與降奴服于之戰,,,,
7230,陳欽,陳欽,40106,,,,,,子佚,,,,-34,15,,,,,,西漢|新朝,,,,,,新朝厭難將軍，參與降奴服于之戰，被殺討好匈奴，經學家，粵人文之大宗,,,陳欽 (漢朝),
7231,王巡,王巡,40106,,,,,,,,,,0,23,,,,,,新朝,,,,,,新朝震狄將軍，參與降奴服于之戰，莽敗時守城拒更始軍，戰死,,,,
7232,王嘉 (尉睦侯),王嘉,40106,,,,,,,,,,0,0,,,,,,新朝,,,,,,新朝振武將軍，參與降奴服于之戰,10,,,
7233,李聖,李棽,40106,,,,,,,,,,0,23,,,,,,新朝,,,,,,新朝相威將軍，參與降奴服于之戰,,,,棽音深
7234,李翁,李翁,40106,,,,,,,,,,0,0,,,,,,新朝,,,,,3,新朝鎮遠將軍，參與降奴服于之戰,10,,,
7235,誅貉將軍楊俊,楊俊,40106,,,,,,,,,,0,0,,,,,,新朝,,,,,3,新朝誅貉將軍，參與降奴服于之戰,10,,,
7236,莊尤,嚴尤|尤|二徵將軍,40106,,,,,,伯石,,,,0,23,,,,,,新朝|劉望,,,,,,新朝討濊將軍、納言、大司馬、納言大將軍，參與降奴服于之戰，論征匈奴策勸罷兵不聽，勸慰安高句驪不聽，擊殺高句驪侯騶，不建議脅須卜當為單于，賜姓徵氏令滅呼都而尸以須卜單于代，不從免官，不給兵符使擊荊州綠林軍，破下江兵，淯陽之戰敗於劉縯，昆陽之戰勸諫王邑不聽，奔劉望為大司馬，劉望破被誅,,,,
7237,趙並,趙並,40107,,,,,,,,,,0,0,,,,,,新朝,,,,,1,新朝尚書大夫、田禾將軍，治偽造符命者，屯田五原北假,10,,,
7238,田終術,田終術,40107,,,,,,,,,,0,0,,,,,,西漢|新朝,,,,,3,長安令，助王莽居攝,6,,,
7239,劉泳,伐虜侯泳,40107,,,,,,,,,,0,10,,,,,,新朝,,,,,3,劉棻弟，新朝右曹、長水校尉，牽連甄尋案,,,,
7240,丁隆,丁隆|隆,40107,,,,,,,,,,0,10,,,,,,新朝,,,,,3,劉歆門人，新朝侍中、騎都尉，牽連甄尋案被殛羽山,,,,
7241,蘇樂,蘇樂,40107,,,,,,,,,,0,0,,,,,,新朝,,,,,3,新朝方士，令王莽起八風臺、種五粱禾,10,,,
7242,藺苞,藺苞|苞|宣威公,40107,,,,,,,,,,0,0,,,,,,新朝,,,,,,新朝中郎將，拜十五單于，拜虎牙將軍,11,,,
7243,戴級,戴級|級|揚威公,40107,,,,,,,,,,0,0,,,,,,新朝,,,,,3,新朝副校尉，拜十五單于，拜虎賁將軍,11,,,
7244,順單于 (登),登|順單于|侍子登,40107,,,,,,,,攣鞮,,0,12,,,11,12,匈奴,,,,,,,烏累單于子，藺苞戴級脅迫送長安，助病死後為順單于，因弟角犯邊被斬長安市,,,,
7245,順單于 (助),助|順單于,40107,,,,,,,,攣鞮,,0,11,,,11,11,匈奴,,,,,,,烏累單于子，藺苞戴級脅迫拜為順單于，送長安不久病死,,,,
7246,烏珠留左骨都侯,左骨都侯,40107,,,,,,,,,,0,0,,,,,,匈奴,,,,,4,烏珠留左骨都侯，拜十五單于後入塞大殺,11,,,
7247,呼盧訾,右伊秩訾王|呼盧訾,40107,,,,,,,,,,0,0,,,,,,匈奴,,,,,3,烏珠留右伊秩訾王，拜十五單于後入塞大殺,11,,,
7248,拜龔勝使者,使者,40108,,,,,,,,,,0,0,,,,,,新朝,,,,,4,王莽使者，拜龔勝為師友祭酒而不受,11,,,
7249,高暉,高暉|暉,40108,,,,,,,,,,0,0,,,,,,西漢|新朝,,,,,3,龔勝門人,11,,,
7250,紀逡,紀逡|紀,40108,,,,,,王思,,,,0,0,,,,,,西漢|新朝,琅琊,,,,,清名之士，仕王莽,11,,,
7251,薛方,薛方|方,40108,,,,,,子容,,,,0,0,,,,,,西漢|新朝,齊,,,,,清名之士，託做許由不仕莽,11,,,
7252,郇越,郇越,40108,,,,,,臣仲,,,,0,0,,,,,,西漢|新朝,太原,,,,,清名之士，漢成帝至王莽時隱士,11,,,
7253,郇相,郇相,40108,,,,,,稚賓,,,,0,0,,,,,,西漢|新朝,太原,,,,,清名之士，漢成帝至王莽時隱士，新朝太子四友，病死,11,,,
7254,唐尊,唐尊|唐|尊|平化侯|平化侯尊,40108,,,,,,伯高,,,,0,23,,,,,,西漢|新朝,沛,,,兩唐,,清名之士，新朝予虞、太傅，因節儉被樹立為道德標桿,,,,
7255,郇相子,子,40108,,,,,,,,,,0,0,,,,,,西漢|新朝,,,,,4,郇相子，攀棺不受王臨所贈亡父衣衾,11,,,
7256,巢父,巢,40108,3,,,,,,,,,0,0,,,,,,上古,,,,,,堯時代隱士，巢居樹上，拒絕堯禪讓,,,,
7257,許由,由|箕山,40108,3,,,,,,,,,0,0,,,,,,上古,,,,,,堯時代高士，拒絕堯禪讓，洗耳,,,,
7258,郭欽 (西漢),郭欽|欽,40108,,,,,,,,,,0,0,,,,,,西漢,隃麋,,,,,漢平帝南郡太守，居攝時辭官,6,,,
7259,蔣詡,蔣詡|詡,40108,,,,,,元卿,,,,0,0,,,,,,西漢,杜陵,,,,,漢平帝兗州刺史，居攝時辭官，後母趁其睡覺以斧砍之,6,,蔣翊,
7260,陳寵曾祖陳咸,陳咸|咸,40108,,,,,,,,,,0,0,,,,,,西漢,沛,,,,3,陳寵曾祖，狗血門事件後辭官不仕莽，壁藏書文,3,,,
7261,陳咸子陳參,參,40108,,,,,,,,,,0,0,,,,,,西漢|新朝,,,,,3,陳咸子，王莽篡位後辭官,9,,,
7262,陳咸子陳欽,欽,40108,,,,,,,,,,0,0,,,,,,西漢|新朝,,,,,3,陳咸子，王莽篡位後辭官,9,,,
7263,陳咸子陳豐,豐,40108,,,,,,,,,,0,0,,,,,,西漢|新朝,,,,,3,陳咸子，王莽篡位後辭官,9,,,
7264,栗融,栗融,40108,,,,,,客卿,,,,0,0,,,,,,西漢|新朝,齊,,,,2,拒不仕莽,11,,,
7265,禽慶,禽慶,40108,,,,,,子夏,,,,0,0,,,,,,西漢|新朝,北海,,,,2,拒不仕莽,11,,,
7266,不仕王莽蘇章,蘇章,40108,,,,,,,,,,0,0,,,,,,西漢|新朝,北海,,,,3,拒不仕莽,11,,,
7267,曹竟,曹竟,40108,,,,,,子期,,,,0,25,,,,,,西漢|新朝|玄漢,山陽,,,,,拒不仕莽，玄漢丞相，拒降赤眉被格殺,,,,
7268,烏累單于子角,角,40109,,,,,,,,,,0,0,,,,,,匈奴,,,,,3,烏累單于子，新朝時犯邊,12,,,
7269,周歆,周歆,40109,,,周欽,,,,,,,0,0,,,,,,新朝,,,,,3,新朝牂牁大尹，殺鉤町王邯不得被其弟承反殺,,,,
7270,鉤町王邯弟承,承,40109,,,,,,,,,,0,0,,,,,,鉤町,,,,,3,鉤町王邯弟，殺周歆,,,,
7271,田譚,田譚,40109,,,,,,,,,,0,12,,,,,,新朝,,,,,3,新朝遼西大尹，欲殺高句驪寇被反殺,,,,
7272,高句麗侯騶,高句驪侯騶|騶,40109,,,,,,,,,,0,12,,,0,12,高句麗,,,,,,3,寇邊被莊尤殺，可能為琉璃明王,,,,
7273,䤈落尸逐鞮單于,蘇屠胡|左賢王|護于|左屠耆王|比|右薁鞬日逐王|日逐王比|呼韓邪單于|南單于|單于|南單于比|單于比,40110,,,醢落尸逐鞮,,蘇屠胡|比,,,,,0,56,,,48,56,南匈奴,,,,,,,烏珠留長子，原應傳位，烏累單于報復被貶，不服呼都而尸殺伊屠智牙師，南匈奴首任單于,,,,薁音欲，䤈即醯
7274,孔仁,孔仁,40111,,,,,,,,,,0,23,,,,,,新朝,,,,,,新朝捕盜將軍、司命大將軍，敢擊大臣而升遷，平五原代郡盜賊，不給兵符使擊豫州綠林軍,,,,
7275,新朝趙博,趙博,40111,,,,,,,,,,0,0,,,,,,新朝,,,,,1,新朝官員，敢擊大臣而升遷,14,,,
7276,費興,費興|興,40111,,,,,,,,,,0,0,,,,,,新朝,,,,,1,新朝大司馬司允、荊州牧，敢擊大臣而升遷，非議六筦被免官,14,,,
7277,王歙,和親侯|歙|和親侯歙,40111,,,,,,,,,,0,0,,,,,,新朝,,,,,,王昭君兄子，新朝時出使匈奴要回陳良終帶，使匈奴改號恭奴善于，脅迫呼都而尸奉獻使團須卜單于等至長安,14,,,
7278,王颯,展德侯颯|颯|歸德侯颯,40111,,,,,,,,,,0,0,,,,,,新朝|玄漢|東漢,,,,,,王昭君兄子，王歙弟，新朝騎都尉，出使匈奴要回陳良終帶，玄漢時出使匈奴換漢印綬，光武時使匈奴脩舊好無果,14,,,
7279,廚唯姑夕王富,廚唯姑夕王富|右廚唯姑夕王,40111,,,,,,,,,,0,0,,,,,,匈奴,,,,,3,烏累單于使押送陳良終帶,14,,,
7280,如普,如普|普,40111,,,,,,,,,,0,0,,,,,,新朝,,,,,3,新朝諫大夫，建議與匈奴罷兵,14,,,
7281,飢餐虜肉韓威,韓威|威,40111,,,,,,,,,,0,0,,,,,,新朝,,,,,3,新朝校尉，言五千人飢餐虜肉破匈奴，封將軍而不用,14,,,
7282,程降,程降,40111,,,程隆,,,,,,,0,14,,,,,,新朝,,,,,3,新朝益州大尹，被益州蠻夷殺,,,,
7283,馮茂,馮茂,40111,,,,,,,,,,0,16,,,,,,新朝,,,,,,新朝平蠻將軍，擊益州蠻夷鉤町不利，下獄死,,,,
7401,舉幡王咸,王咸|咸,40201,,,,,,,,,,0,15,,,,,,西漢|新朝,濟南,,,,1,漢哀帝時舉幡營救鮑宣，新朝大使，使匈奴改號恭奴善于,,,,
7402,須卜奢,大且渠奢|奢|後安侯|後安公奢,40201,,,,,,,,,,0,23,,,18,21,匈奴,,,,,,3,須不居次須卜單于子，迎王咸王歙，呼都而尸時至長安奉獻，娶王莽女王捷，王莽立為單于，王莽敗後死,,,,
7403,幷州牧宋弘,宋弘,40202,,,,,,,,,,0,0,,,,,,新朝,,,,,3,新朝并州牧，奉命因天象擊匈奴,16,,,
7404,任萌,任萌,40202,,,,,,,,,,0,0,,,,,,新朝,,,,,3,新朝游擊都尉，奉命因天象擊匈奴,16,,,
7405,廉丹,廉丹|丹|二徵將軍|更始|將軍|廉公,40202,,,,,,,,,,0,22,,,,,,新朝,,,,,,廉頗後裔，廉褒子，新朝寧始將軍、更始將軍，發20萬人擊鉤町不下，避罪賦斂當地不還，擊益州蠻若豆等不克還，賜姓徵氏令滅呼都而尸以須卜單于代，討伐赤眉軍，成昌之戰戰死,,,,
7406,史熊,史熊|熊,40202,,,,,,,,,,0,23,,,,,,新朝,,,,,3,新朝庸部牧，發20萬人擊鉤町，避罪賦斂當地不還，九虎之一，敗於鄧曄于匡自殺,,,,
7407,馮英,馮英|英,40202,,,,,,,,,,0,0,,,,,,新朝,,,,,3,新朝就都大尹，指明廉丹史熊避戰被免官，復為長沙連率,16,,,
7408,任貴,任貴|邛榖王,40202,,,,,,,,,,0,43,,,,,,新朝|成家|東漢,,,,,,新朝越巂蠻夷，殺太守枚根，自立為邛榖王，降公孫述，聞岑彭威信降漢，光武越巂太守，欲襲劉尚反被誅,,,,
7409,枚根,枚根,40202,,,,,,,,,,0,16,,,,,,新朝,,,,,3,新朝越巂太守，被蠻夷任貴殺,,,,
7410,王孫慶,王孫慶,40202,,,,,,,,,,0,16,,,,,,新朝,,,,,2,翟義黨，新朝時捕得，被刳剝(解剖)研究，分五臟導經脈,,,,
7411,李崇 (新朝),李崇|崇,40202,,,,,,,,,,0,0,,,,,,新朝,,,,,,新朝西域都護，出使西域，王駿死後退保龜茲，新滅後死,16,,,
7412,郭欽 (新朝),郭欽|欽|填外將軍|劋胡子,40202,,,,,,,,,,0,0,,,,,,新朝,,,,,,新朝戊己校尉，出使西域，王駿死後襲焉耆老弱而還，九虎之一，敗於鄧曄于匡後守京師倉,16,,,劋音腳
7413,何封,何封|集胡男,40202,,,,,,,,,,0,0,,,,,,新朝,,,,,2,郭欽左帥，王駿死後襲焉耆老弱而還,16,,,
7414,馮常,馮常|常,40203,,,,,,,,,,0,0,,,,,,新朝,,,,,,新朝納言，非議六筦被免官,17,,,
7415,瓜田儀,瓜田儀|儀|瓜寧殤男,40203,,,,瓜田,,,,,,0,21,,,,,,新朝,,,,,,新朝臨淮人，依阻會稽長州為盜，未招安而死,,,,
7416,呂母,呂母,40203,,1,,,,,,,,0,18,,,,,,新朝,,,,,,新朝琅邪人，為子呂育報仇後入海為盜,,,,
7417,海曲宰,海曲宰,40203,,,,,,,,,,0,17,,,,,,新朝,,,,,4,新朝海曲宰，冤殺呂育被呂母殺,,,,
7418,王匡 (更始),王匡|定國上公|定國上公王匡|泚陽王|匡,40203,,,,,,,,,,0,26,,,,,,新朝|玄漢|劉盆子,,,,,,新朝新市人，綠林軍渠帥，雲杜之戰大敗荊州牧，分化為新市兵，玄漢定國上公，莽敗後斬太師王匡、哀章，拒赤眉軍，敗於鄧禹奔長安，更始疑與張卬合謀欲斬之，奔張卬，降赤眉，降光武路欲逃跑被宗廣斬,,,,
7419,王鳳 (更始),王鳳|成國上公|宜城王,40203,,,,,,,,,,0,0,,,,,,新朝|玄漢|東漢,,,,,,新朝新市人，綠林軍渠帥，雲杜之戰大敗荊州牧，分化為新市兵，玄漢成國上公,17,,,
7420,馬武,馬武|將軍|捕虜|揚虛侯,40203,,,,,,子張,,,,0,61,,,,,,新朝|玄漢|東漢,,,,雲臺二十八將,,新朝南陽人，亡命歸綠林軍，雲杜之戰刺殺荊州牧驂乘，分化為新市兵，首諫劉秀稱帝，光武督駙馬都尉、捕虜將軍，擊破劉永圍睢陽，垂惠之戰敗於蘇茂周建，王霸不救，隴坻之戰斷後使漢軍得脫，屯虖沱河備匈奴，諫擊北匈奴不納，漢明帝時擊破滇吾，嗜酒,,,馬武 (東漢),
7421,王常,王常|常|王將軍|鄧王|王廷尉|山桑侯|山桑節侯,40203,,,,,,顏卿,,,節,0,36,,,,,,新朝|玄漢|東漢,,,心如金石,,,新朝潁川人，亡命歸綠林軍，分化為下江兵，與劉縯合縱，勸服下江兵與綠林合，昆陽之戰廷尉大將軍，負責守城，玄漢鄧王，廷尉，行南陽太守事，降光武拜左曹、漢忠將軍，討鄧奉董訢，東漢開國功臣,,,王常 (東漢),
7422,成丹,成丹|丹|襄邑王,40203,,,,,,,,,,0,26,,,,,,新朝|玄漢,,,,,,新朝潁川人，亡命歸綠林軍，分化為下江兵，被王常勸服合兵綠林，玄漢水衡大將軍，拒赤眉軍，敗於鄧禹奔長安，更始疑與張卬合謀斬之，或言降光武路欲逃跑被宗廣斬,,,,
7423,綠林軍張霸,張霸,40203,,,,,,,,,,0,0,,,,,,新朝,,,,,3,新朝南郡人，響應綠林軍,17,,,
7424,綠林軍羊牧,羊牧,40203,,,,,,,,,,0,0,,,,,,新朝,,,,,3,新朝江夏人，響應綠林軍,17,,,
7425,王妨,妨,40204,,1,,,,,,,,0,18,,,,,,新朝,,,,,,王宇女，王宗姐，王興妻，坐祝詛姑並殺婢，自殺,,,,
7426,范逡,范逡,40204,,,,,,,,,,0,0,,,,,,西漢|新朝|隗囂,平陵,,,,3,獨與劉歆並敬重揚雄，隗囂師友,18,,,
7427,侯芭,侯芭,40204,,,侯輔,,,,,,,0,0,,,,,,西漢|新朝,鉅鹿,,,,1,揚雄弟子,18,,,
7428,樊崇,樊崇|崇|將軍,40205,,,,,,細君,尤徠三老,,,0,27,,,,,,新朝|劉盆子,,,,,,新朝琅邪人，赤眉起義領袖，降玄漢無封地復叛，赤眉一部，自無關攻長安，劉盆子御史大夫，降光武後反被誅,,,,
7429,逄安,逄安|逢安|安,40205,,,,,,少子,,,,0,27,,,,,,新朝|劉盆子,,,,,,新朝琅邪人，響應歸入樊崇，赤眉一部，自無關攻長安，劉盆子左大司馬，被延岑大破，降光武後反被誅,,,,
7430,徐宣 (赤眉軍),徐宣|宣,40205,,,,,,驕穉,,,,0,0,,,,,,新朝|劉盆子|東漢,,,鐵骨錚錚|佼佼者,,,新朝東海人，響應歸入樊崇，赤眉二部，自陸渾關攻長安，劉盆子丞相，降光武，鐵中錚錚庸中佼佼者,18,,,
7431,謝祿,謝祿|祿,40205,,,,,,子奇,,,,0,27,,,,,,新朝|劉盆子,,,,,,新朝東海人，響應歸入樊崇，赤眉二部，自陸渾關攻長安，劉盆子右大司馬，受降更始帝，縊殺更始帝，敗走鄧禹，降光武被劉恭殺,,,,
7432,楊音,楊音,40205,,,,,,,,,,0,0,,,,,,新朝|劉盆子|東漢,,,,,,新朝東海人，響應歸入樊崇，赤眉二部，自陸渾關攻長安，降光武,18,,,
7433,刁子都,刀子都|刁子都|力子都,40205,,,,,,,,,,0,26,,,,,,新朝|玄漢|東漢,,,,,,新朝東海人，起兵徐兗，聚眾六七萬，為部曲所殺,,,,
7434,醯櫝王,醯櫝王,40205,,,酰櫝王,,,,,,,0,0,,,,,,匈奴,,,,,3,當于居次子，呼都而尸時至長安奉獻,18,,,
7435,須卜單于小男,小男,40205,,,,,,,,,,0,0,,,,,,匈奴,,,,,4,須卜居次須卜單于幼子，被王歙脅至長安後逃歸匈奴,18,,,
7436,擊益州蠻郭興,郭興,40205,,,,,,,,,,0,0,,,,,,新朝,,,,,3,新朝大司馬護軍，擊益州蠻若豆等,19,,,
7437,擊益州蠻李曄,李曄,40205,,,,,,,,,,0,0,,,,,,新朝,,,,,3,新朝庸部牧，擊益州蠻若豆等,19,,,曄應為上下結構
7438,士孫喜,士孫喜,40205,,,,士孫,,,,,,0,0,,,,,,新朝,,,,,3,新朝太傅羲叔，奉命捕盜,19,,,
7439,范升,范升|升,40206,,,,,,辯卿,,,,0,0,,,,,,新朝|東漢,,,,,,新朝大司空議曹史，欲陳策救天下而王邑不聽，光武博士，欲與不臣處士鬥法不得,19,,,
7440,翼平連率田況,田況|況,40206,,,,,,,,,,0,0,,,,,,新朝,,,,,3,新朝翼平連率，舉報百姓藏財而升官，抗樊崇受青徐兵，後王莽畏其能降為師尉大夫,19,,,
7441,韓博,韓博|博,40206,,,,,,,,,,0,19,,,,,,新朝,,,,,3,新朝夙夜連率，獻奇士巨毋霸，諷刺王莽(巨君)不得稱霸，棄市,,,,
7442,巨毋霸,巨毋霸|霸|巨母氏,40206,,,,,,,,,,0,0,,,,,,新朝,蓬萊,,,,,新朝奇士，長丈大十圍，昆陽之戰壘尉,19,,,
7443,馬適求,馬適求,40206,,,,馬適,,,,,,0,20,,,,,,新朝,,,,,,新朝鉅鹿男子，謀舉燕趙兵反莽被誅,,,,
7444,大司空士王丹,王丹|丹|輔國侯,40206,,,,,,,,,,0,0,,,,,,新朝,,,,,3,新朝大司空士，上報馬適求謀反封侯,20,,,
7445,郅惲,郅惲|惲,40206,,,,,,君章,,,,0,0,,,,,,新朝|東漢,,,,,,新朝汝南人，善天文曆數，上書王莽還政於漢被捕，光武上東門候，光武夜獵拒關不開，諫慎廢郭后，勸劉彊辭太子位,20,,,
7446,原碧,原碧,40207,,1,,,,,,,,0,21,,,,,,新朝,,,,,,孝睦皇后侍者，王莽妾，與王臨通姦，欲謀殺莽被發現被誅,,,,
7447,增秩,增秩,40207,,1,,,,,,,,0,0,,,,,,新朝,,,,,1,漢哀帝時王莽侍者，生王興,21,,,
7448,懷能,懷能,40207,,1,,,,,,,,0,0,,,,,,新朝,,,,,1,漢哀帝時王莽侍者，生王匡,21,,,
7449,王興 (新朝),興|功脩公,40207,,,,,,,,,,0,0,,,,,,新朝,,,,,,王莽懷能子,21,,,
7450,王匡 (王莽之子),匡|功建公,40207,,,,,,,,,,0,0,,,,,,新朝,,,,,,王莽增秩子,21,,,
7451,卜者王況,王況,40207,,,,,,,,,,0,21,,,,,,新朝,,,,,3,新朝卜者，作十萬言讖書言李焉當輔漢，被誅,,,,
7452,李焉,李焉|焉,40207,,,,,,,,,,0,21,,,,,,新朝,,,,,3,新朝魏成大尹，得王況讖書謀反莽被誅,,,,
7453,擊青徐賊景尚,景尚,40207,,,,,,,,,,0,22,,,,,,新朝,,,,,3,新朝太師羲仲，擊青徐賊不能克，被樊崇殺,,,,
7454,王黨,王黨,40207,,,,,,,,,,0,0,,,,,,新朝,,,,,3,新朝更始將軍廉丹護軍，擊青徐賊不能克,21,,,
7455,曹放,曹放,40207,,,,,,,,,,0,0,,,,,,新朝,,,,,3,新朝國師和仲，助郭興擊鉤町不克,21,,,
7456,王捷,庶女,40207,,1,,,,,,,,0,0,,,,,,新朝,,,,,,王莽開明女，嫁須卜奢,21,,,
7457,儲夏,儲夏,40207,,,,,,,,,,0,0,,,,,,新朝,,,,,3,新朝上谷人，欲招安瓜田儀，儀未出而死,21,,,
7458,陽成脩,陽成脩,40207,,,,陽成,,,,,,0,0,,,,,,新朝,,,,,2,新朝郎，獻符命言應續后並廣後宮,21,,,
7459,秦豐,秦豐|楚黎王|豐,40208,,,,,,,,,,0,29,,,,,,新朝|玄漢,,,,,,新朝南郡邔縣人，聚眾反莽，有萬人，自封楚黎王，降朱祜被誅,,,,
7460,遲昭平,遲昭平,40208,,1,,,,,,,,0,0,,,,,,新朝,,,,,,新朝平原女子，聚眾反莽,21,,,
7461,宗宣,宗宣,40208,,,,,,,,,,0,0,,,,,,新朝,,,,,3,新朝太史令,21,,,
7462,張邯,明學男|張邯|大司徒,40208,,,,,,,,,,0,23,,,,,,新朝,,,,,,新朝大長秋、大司徒，井田制執行者，后倉弟子，莽敗被殺,,,,
7463,地理侯孫陽,地理侯|孫陽,40208,,,,,,,,,,0,0,,,,,,新朝,,,,,3,新朝井田制執行者,21,,,
7464,雲杜之戰荊州牧,荊州牧|牧,40208,,,,,,,,,,0,0,,,,,,新朝,,,,,4,新朝荊州牧，雲杜之戰大敗，綠林軍不敢殺,21,,,
7465,王匡 (王舜之子),王匡|太師|匡|太師匡|太師王匡,40208,,,,,,,,,,0,23,,,,,,新朝,,,,,,王舜子，新朝太師，討伐赤眉軍，成昌之戰敗走，守衛洛陽，莽敗後被定國上公王匡斬,,,,
7466,朱鮪,朱鮪|大司馬|鮪|扶溝侯,40209,,,,,,,,,,0,0,,,,,,新朝|玄漢|東漢,,,,,,綠林軍支黨，分化為新市兵，玄漢大司馬，勸更始帝並殺劉縯，不主張劉秀徇河北，封膠東王不受，改左大司馬，鎮撫關東，守洛陽，殺李軼，被馮異寇恂敗歸洛陽，被岑彭勸降光武，為平狄將軍、少府,22,,,
7467,張卬,張卬|卬|淮陽王,40209,,,,,,,,,,0,0,,,,,,新朝|玄漢|劉盆子,,,,,,綠林軍支黨，分化為下江兵，被王常勸服合兵綠林，拔劍誓死立劉玄為帝，玄漢衛尉大將軍，首謀叛變敗走更始帝，降赤眉，使謝祿縊殺更始帝,22,,,
7468,中黃門王業,王業|業,40209,,,,,,,,,,0,0,,,,,,新朝,,,,,3,新朝中黃門，騙王莽居民溫飽,22,,,
7469,陳牧,陳牧|大司空|陰平王|牧,40209,,,,,,,,,,0,25,,,,,,新朝|玄漢,,,,,,新朝平林人，以平林兵入綠林軍，玄漢大司空，更始疑與張卬合謀斬之,,,,
7470,廖湛,廖湛|穰王|湛,40209,,,,,,,,,,0,26,,,,,,新朝|玄漢|劉盆子,,,,,,新朝平林人，以平林兵入綠林軍，玄漢執金吾大將軍，叛變赤眉敗走更始帝，被劉嘉大破谷口而手殺,,,,
7471,馮衍,馮衍|衍,40209,,,,,,敬通,,,,0,0,,,,,,新朝|玄漢|東漢,,顯志賦,,,,馮奉世曾孫，廉丹掾，勸其割據反莽不聽，玄漢立漢將軍，約與田邑共割據，知更始亡後降光武，不受重用,22,,,
7472,索盧恢,索盧恢,40209,,,,索盧,,,,,,0,0,,,,,,新朝,,,,,1,新朝無鹽人，聚眾反莽，匯入赤眉軍,22,,,
7473,董憲,董憲|海西王|憲,40209,,,,,,,,,,0,30,,,,,,新朝|劉永梁國,,,,,,赤眉別校，成昌之戰敗王匡死廉丹，玄漢時為東海賊帥，劉永拜為翼漢大將軍，立為海西王，劉秀破董憲之戰败，被吳漢斬,,,,
7474,汝雲,汝雲,40209,,,,,,,,,,0,22,,,,,,新朝,,,,,3,廉丹校尉，成昌之戰共戰死,,,,
7475,廉丹校尉王隆,王隆,40209,,,,,,,,,,0,22,,,,,,新朝,,,,,3,廉丹校尉，成昌之戰共戰死,,,,
7476,陽浚,陽浚,40209,,,,,,,,,,0,0,,,,,,新朝,,,,,3,新朝大將軍，守敖倉,22,,,
7477,董忠 (新朝),董忠|忠,40209,,,,,,,,,,0,23,,,,,,新朝,,,,,,新朝大司馬，養士習射中軍北壘，謀劫莽降漢，事發被格殺辱尸,,,,
7478,劉買 (舂陵侯),舂陵節侯買|買|節侯|舂陵節侯,40210,,,,,,,,,節,0,-121,,,,,,西漢,,,,,,劉發子,,,,
7479,劉熊渠,戴侯熊渠|熊渠|舂陵戴侯,40210,,,,,,,,,戴,0,-66,,,,,,西漢,,,,,,舂陵侯劉買子,,,,
