索引號,慣用名,通鑑名,通鑑目錄,出處,女性,別稱,姓,名,字,號,氏,謚,生年,卒年,出生月日,去世月日,得位年,失位年,統治政權,從屬政權,生僻度,簡述,記載年,記載年備註,備注
2220,趙佗,趙佗|南粵王|佗|南越武王|尉佗|南越王|南越王佗|南越武帝|武帝,30407,,,,,,,,,武,-240,-137,,,-203,-137,南越國,秦朝|西漢,,南越國第1代君主,,,
2221,任囂,任囂|囂,30407,,,,,,,,,,0,-206,,,,,,秦朝,,秦始皇將領，秦攻百越之戰主將，統一嶺南,,,
2222,劉邦所枕宦者,宦者,30408,,,,,,,,,,0,0,,,,,,西漢,4,劉邦生病時枕著睡覺,-196,,
2223,賁赫,賁赫|赫,30408,,,,,,,,,,0,-166,,,,,,西漢,,英布中大夫，告發其謀反封侯,,,
2224,薛鑒,薛公,30408,,,,,,,,,,0,0,,,,,,西漢,,故楚令尹，夏侯嬰門客，為劉邦分析英布造反局勢,-196,,
2225,劉長 (淮南王),皇子長|淮南王|淮南厲王長|王|長|淮南|淮南厲王|厲王,30408,,,,,,,,,厲,-198,-174,,,,,,西漢,,劉邦7子，張敖美人趙姬生，文帝時謀反流放途中死,,,
2226,東園公,東園公,30408,,,,,,,,,,0,0,,,,,,秦朝|西漢,,秦末隱士，商山四皓，輔佐漢惠帝,-196,,
2227,綺里季,綺里季,30408,,,,,,,,,,0,0,,,,,,秦朝|西漢,,秦末隱士，商山四皓，輔佐漢惠帝,-196,,
2228,夏黃公,夏黃公,30408,,,,,,,,,,0,0,,,,,,秦朝|西漢,,秦末隱士，商山四皓，輔佐漢惠帝,-196,,
2229,甪里先生,甪里先生,30408,,,,,,,,,,0,0,,,,,,秦朝|西漢,,秦末隱士，商山四皓，輔佐漢惠帝,-196,,通鑑作角里先生，不取
2230,呂釋之,建成侯|呂釋之|建成康侯|釋之|趙昭王,30408,,,,,,,,,,0,-193,,,,,,西漢,,呂后二哥，西漢開國功臣,,,
2231,吳臣 (西漢),長沙成王臣|長沙王,30408,,,,吳,臣,,,,成,0,-193,,,,,,西漢,,西漢第2任長沙王，吳芮長子，誅姐夫英布,,,
2232,劉濞,濞|吳王|吳王濞|王|大王|吳濞,30409,,,,劉,濞,,,,,-216,-154,,,,,,西漢,,劉喜長子，封吳王。漢景帝時發動七國之亂，自稱東帝，敗死東越,,,
2233,晉獻公,晉獻公,30409,3,,,姬,佹諸,,,,獻,0,-651,,,-676,-651,晉國,,,春秋晉國君主，攻滅虞虢，晉文公父,,,
2234,驪姬,驪姬,30409,3,1,孋姬|麗姬,姬,,,,,,0,-651,,,,,,晉國,,晉獻公寵妃，驪姬之亂,,,
2235,申生,太子,30409,3,,,姬,申生,,,,恭,0,-655,,,,,,晉國,,晉獻公嫡長子，驪姬之亂自殺,,,
2236,奚齊,奚齊,30409,3,,,,,,,,,-665,-651,,,-651,-651,晉國,,,晉獻公驪姬子，當了幾天國君被里克殺,,,
2237,王衛尉,王衛尉,30409,,,,,,,,,,0,0,,,,,,西漢,2,問劉邦為何囚蕭何,-195,,
2238,張勝,張勝|勝,30410,,,,,,,,,,0,0,,,,,,西漢,3,盧綰臣，出使匈奴,-195,,
2239,臧衍,衍,30410,,,,,,,,,,0,0,,,,,,西漢|匈奴,1,臧荼子，避難匈奴，忽悠盧綰與陳豨聯結,-195,,
2240,范齊,范齊,30410,,,,,,,,,,0,0,,,,,,西漢,3,盧綰臣，奉命與陳豨聯結,-195,,
2241,劉建 (燕王),建|燕王|燕靈王建,30410,,,,,,,,,靈,0,-181,,,,,,西漢,,劉邦第8子，封燕王，死後一美人子被呂后殺,,,
2242,南武侯織,南武侯織|南海王,30410,,,,,,,,,,0,0,,,,,,西漢,3,粵人，虛立以奪趙佗權，漢文帝初期反，平叛後遷上淦,-195,,
2243,劉邦所拒良醫,良醫|醫,30410,,,,,,,,,,0,0,,,,,,西漢,4,呂后請來的良醫，言伐英布傷可治，被劉邦拒，并賜金五十斤,-195,,
2244,扁鵲,扁鵲,30410,3,,,姬,越人|緩,,盧醫|扁鵲,秦,,-407,-310,,,,,,齊國,,名醫,,,
2245,張蒼,張蒼|蒼,30411,,,,,,,,,文,-253,-152,,,,,,秦朝|西漢,,西漢開國功臣，文帝丞相，荀子門生，律例家，數學家，愛喝人奶，九章算術,,,
2246,呂嬃,呂嬃|嬃|臨光侯,30411,,1,,,,,,,,0,-180,,,,,,西漢,,呂后妹，樊噲妻,,,
2247,齊內史士,齊內史士,30413,,,,,士,,,,,0,0,,,,,,西漢,3,勸劉肥獻城給魯元公主，以避呂后禍,-194,,
2248,曹窋,窋|平陽侯|曹窋|平陽侯窋,30413,,,,,,,,,,0,-161,,,,,,西漢,,曹參子,,,
2249,宗室女,宗室女,30414,,1,,,,,,,,0,0,,,,,,西漢|匈奴,4,呂后時第二次漢匈和親的假公主,-192,,
2250,張釋,張釋|張卿|建陵侯,30414,,,張澤,,,,,,,0,0,,,,,,西漢,3,呂后中大謁者，親信,-192,,頻繁出現但無詞條
2251,搖,閩越君搖|東海王|搖|東甌王,30414,,,騶搖,,,,,,,0,-185,,,-191,0,東甌,秦朝|西漢,,勾踐後代，西漢東甌國第一代君主，溫州建城始祖，-191至-185在位，歐陽姓始祖,,,wiki作搖 (東甌王)
2252,孝惠張皇后,張氏|張皇后|孝惠皇后,30414,,1,張嫣,,,,,,,0,-163,,,,,,西漢,,漢惠帝皇后，魯元公主女,,,
2253,仲虺,仲虺,30415,1,,萊朱,,,,,,,0,0,,,,,,商朝,,商湯左相，與伊尹共同輔佐,,,
2254,傅說,傅說,30415,1,,侯雀,,,,,,,0,0,,,,,,商朝,,被武丁起用為國相，發明版築法,,,
2255,武丁,高宗,30415,1,,,子,昭,,,,,0,-1192,,,-1250,-1192,商朝,,,商朝第23代君主，提拔傅說，任用婦好，武丁中興,,,
2256,西漢前少帝,他人子|太子|少帝|帝,30415,,,,,,,,,,0,-184,,6.15,-188,-184,西漢,西漢,,張皇后養子，呂后傀儡一號,,,
2401,任敖,任敖,30501,,,,,,,,,,0,-179,,,,,,西漢,,呂后御史大夫，少年時有功於呂后,,,
2402,張偃,張偃|魯王|魯王偃,30501,,,,,,,,,,0,-173,,,,,,西漢,,張敖魯元公主子，西漢第一代魯王,,,
2403,劉弘,山|襄城侯|襄城侯山|恒山王義|弘|少主|帝|少帝|子弘,30501,,,西漢後少帝,,山|義|弘,,,,,0,-180,,11.14,-184,-180,西漢,西漢,,呂后傀儡二號,,,
2404,劉朝,朝|軹侯|軹侯朝|恒山王|恒山王朝,30501,,,,,,,,,,0,-180,,,,,,西漢,,呂后封軹侯、恒山王，可能惠帝子,,,通鑑卷13高后八年記為常山王朝，改記恒山王朝
2405,劉武 (淮陽王),武|壺關侯|壺關侯武|淮陽王|淮陽王武|淮陽,30501,,,,,,,,,,0,-180,,,,,,西漢,,呂后封壺關侯、淮陽王，可能惠帝子,,,
2406,劉強 (淮陽王),彊|淮陽王|淮陽懷王彊,30501,,,,,,,,,懷,0,-183,,,,,,西漢,,呂后封淮陽王，可能惠帝子,,,
2407,劉不疑,不疑|恒山王|恒山哀王,30501,,,,,,,,,哀,0,-186,,,,,,西漢,,呂后封恒山王，可能惠帝子,,,
2408,呂台,酈侯台|呂王|呂肅王台|肅王|呂肅王,30501,,,,,,,,,肅,0,-187,,,,,,西漢,,呂澤子，第一代呂王,,,
2409,劉郢,郢客|上邳侯|夷王,30501,,,劉郢客,,,,,,夷,0,-174,,,,,,西漢,,劉交子,,,
2410,劉章,章|朱虛侯|朱虛侯章|朱虛|城陽王|城陽景王,30501,,,,,,,,,景,-200,-177,,,,,,西漢,,劉肥子，參與滅諸呂,,,wiki作劉章 (城陽王)
2411,呂祿,呂祿|趙王|祿|趙王祿,30501,,,,,,,,,,0,-180,,,,,,西漢,,呂釋之子，封胡陵侯、趙王、上將軍,,,
2412,劉章妻,呂祿女,30501,,1,,,,,,,,0,0,,,,,,西漢,4,呂祿女，劉章妻，告密諸呂亂謀,-186,,
2413,劉太,太|昌平侯|濟川王|濟川王太|梁,30501,,,劉泰,,,,,,,0,-180,,,,,,西漢,,呂后封昌平侯、呂王、濟川王、梁王，可能惠帝子,,,通鑑卷13高后七年誤記為平昌侯，忽略
2414,呂嘉 (呂王),呂王嘉,30502,,,,,,,,,,0,0,,,,,,西漢,,呂台子，第二代呂王，被呂后廢,-183,,
2415,呂產,產|呂王|呂王產|梁王|呂產|梁王產|相國產,30502,,,,,,,,,,0,-180,,,,,,西漢,,呂澤子，第三代呂王，封梁王、相國、上將軍，被劉章殺,,,
2416,劉興居,興居|東牟侯|東牟|濟北王|濟北,30502,,,,,,,,,,0,-177,,,,,,西漢,,劉肥三子，平諸呂封濟北王，後叛亂,,,
2417,劉友妻,諸呂女,30503,,1,,,,,,,,0,0,,,,,,西漢,4,諸呂女，被呂后安排的劉友妻，讒言害之,-181,,
2418,劉澤妻,呂嬃女,30503,,1,,,,,,,,0,0,,,,,,西漢,4,呂嬃女，被呂后安排的劉澤妻,-181,,
2419,劉澤 (燕王),營陵侯|劉澤|澤|營陵侯澤|瑯邪王|瑯邪王澤|燕王|燕敬王澤,30503,,,,,,,,,敬,0,-178,,,,,,西漢,,劉邦從祖昆弟，騙來瑯邪國被劉襄搶，平諸呂封燕王,,,
2420,田子春,田生,30503,,,,,,,,,,0,0,,,,,,西漢,,劉澤說客，助其封瑯琊王,-181,,百度無
2421,劉恢妻,呂產女|王后,30503,,1,,,,,,,,0,0,,,,,,西漢,4,呂產女，被呂后安排的劉恢妻，監視、殺其愛姬,-181,,
2422,周竈,隆慮侯|周竈|隆慮侯竈|隴西將軍,30505,,,,,,,,,,0,-162,,,,,,西漢,1,西漢開國功臣，呂后時期征伐南越，文帝時禦匈奴,,,
2423,呂通,東平侯通|燕王|通|呂通,30505,,,,,,,,,,0,-180,,,,,,西漢,,西漢第四代燕王，呂台二子,,,
2424,呂莊,莊|東平侯,30505,,,,,,,,,,0,-180,,,,,,西漢,1,呂台三子,,,
2425,張侈,侈|新都侯,30505,,,,,,,,,,0,0,,,,,,西漢,1,張敖庶子，呂后封新都侯,-180,,
2426,張壽,壽|樂昌侯,30505,,,,,,,,,,0,0,,,,,,西漢,1,張敖庶子，呂后封樂昌侯,-180,,
2427,劉弘妻,呂祿女|帝后,30505,,1,,,,,,,,0,0,,,,,,西漢,4,呂祿女，被呂后安排的後少帝后,-180,,
2428,劉襄 (齊王),齊王|齊哀王襄,30506,,,,,,,,,,0,-179,,,,,,西漢,,劉肥長子，首起兵對抗諸呂，與劉澤互騙，錯失帝位,,,
2429,駟鈞,駟鈞,30506,,,,,,,,,,0,0,,,,,,西漢,,齊王劉襄舅，被認為惡戾，使劉襄不得帝位,-180,,
2430,祝午,祝午,30506,,,,,,,,,,0,0,,,,,,西漢,2,齊王劉襄郎中令,-180,,
2431,魏勃,魏勃|勃,30506,,,,,,,,,,0,0,,,,,,西漢,,齊王劉襄中尉，參與起兵對抗諸呂，逼死召平，膽小,-180,,
2432,召平 (齊相),召平|相|邵平,30506,,,,,,,,,,0,-180,,,,,,西漢,,齊王劉襄相，圍王府被反殺,,,東陵侯、陳勝部將、西漢齊國相，三召平同名，有可能部分為同一人
2433,酈寄,寄|酈寄|酈況|曲周侯|酈將軍,30506,,,,,,況,,,,0,0,,,,,,西漢,,酈商子，呂祿好友，酈況賣友，七國之亂擊趙不下，欒布助之，欲娶景帝丈母娘臧兒被削爵,-180,,
2434,賈壽,賈壽,30506,,,,,,,,,,0,0,,,,,,西漢,3,郎中令，諸呂安劉時催促呂產入宮,-180,,
2435,紀通,襄平侯|紀通,30506,,,,,,,,,,0,-148,,,,,,西漢,,紀信子，協助誅滅諸呂,,,
2436,劉揭,劉揭|典客,30506,,,,,,,,,,0,-166,,,,,,西漢,2,誅滅諸呂時典客,,,
2437,呂更始,呂更始,30506,,,,,,,,,,0,-180,,,,,,西漢,2,呂后族人，長樂宮衛尉，被劉章殺,,,
2438,班固,班固,30506,2,,,班,固,孟堅,,,,32,92,,,,,,東漢,,史學家，漢書，漢賦四大家，三班,,,
2439,薄姬,薄氏|太后|薄太后|皇太后|太皇太后,30507,,1,,,,,,,,0,-155,,6.9,,,,秦朝|西魏國|西漢,,魏豹劉邦妾，漢文帝母,,,
2440,張武 (郎中令),張武,30507,,,,,,,,,,0,0,,,,,,西漢,,漢文帝郎中令，勸拒絕皇位，禦匈奴，受賄,-180,,
2441,宋昌,宋昌|昌|壯武侯,30507,,,,,,,,,,0,0,,,,,,西漢,,宋義孫，漢文帝代王時中尉，勸赴皇位，拜衛將軍,-180,,
2442,薄昭,薄昭|昭,30507,,,,,,,,,,0,-170,,,,,,西漢,,薄姬弟，因殺漢使者被漢文帝賜死,,,
2443,劉遂 (趙王),遂|趙王|趙王遂|王,30508,,,,,,,,,,0,-154,,,,,,西漢,,劉友子，七國之亂中叛亂七王，被欒布引水灌城，自殺,,,
2444,袁盎,袁盎|盎,30508,,,爰盎|袁絲,,,絲,,,,0,0,,,,,,西漢,,文景帝時大臣,-180,,
2445,漢景帝,啟|太子|孝景皇帝|帝|上|皇太子|皇帝|陛下|孝景|景|景帝,30508,,,,,,開,,,孝景,-188,-141,,3.9,-157,-141,西漢,,,西漢第6代皇帝，文景之治,,,
2446,孝文竇皇后,竇氏|皇后|竇后|皇太后|竇太后|太后|太皇太后,30508,,1,竇太后|竇猗房,竇,猗,,,,孝文,0,-135,,6.29,,,,西漢,,漢景帝母，主張黃老之術,,,
2447,竇廣國,廣國|少君|竇廣國|章武,30508,,,竇少君|章武侯,竇,廣國,少君,,,,0,-151,,,,,,西漢,,孝文竇皇后弟,,,
2448,竇長君,長君|竇長君,30508,,,,竇,建,長君,,,,0,0,,,,,,西漢,,孝文竇皇后兄,-179,,
2449,陳濞,博陽侯,30509,,,,,,,,,,0,-172,,,,,,西漢,1,西漢開國功臣,,,
2450,內史藩,內史藩,30509,,,,,,,,,,0,0,,,,,,西漢,3,南越國派遣至呂后使者,-179,,
2451,中尉高,中尉高,30509,,,,,,,,,,0,0,,,,,,西漢,3,南越國派遣至呂后使者,-179,,
2452,御史平,御史平,30509,,,,,,,,,,0,0,,,,,,西漢,3,南越國派遣至呂后使者,-179,,
2453,吳公,吳公,30510,,,,,,,,,,0,0,,,,,,西漢,1,漢文帝廷尉，薦賈誼,-179,,
2454,賈山,賈山,30510,,,,,,,,,,0,0,,,,,,西漢,1,灌嬰騎從，漢文帝諫臣，至言,-179,,
2455,慎夫人,慎夫人,30511,,1,,慎,,,,,,0,0,,,,,,西漢,,漢文帝寵妾,-178,,
2456,劉辟彊,辟彊|河間王|河間文王,30512,,,,,,,,,,0,-166,,,,,,西漢,,劉友少子,,,
2457,劉武 (梁王),皇子武|代王|代王武|淮陽王|淮陽王武|梁王|梁孝王|王|大王|孝王,30512,,,,,,,,,孝,0,-144,,,,,,西漢,,漢文帝次子，竇皇后媽寶，爭儲失敗,,,
2458,劉參,參|太原王|代王|代孝王參,30512,,,,,,,,,,0,-162,,,,,,西漢,,漢文帝三子,,,
2459,劉揖,揖|梁王|梁懷王揖,30512,,,劉勝,,,,,,懷,0,-169,,,,,,西漢,,漢文帝四子，太傅賈誼任期墮馬死,,,
2601,趙姬 (漢朝),美人,30601,,1,,,,,,,,0,-198,,,,,,西漢,,張敖獻劉邦美人，劉長生母，貫高事連坐，求情呂后不許，忿而自殺,,,
2602,趙兼,趙兼,30601,,,,,,,,,,0,0,,,,,,西漢,2,劉長舅，為貫高連坐事求情呂后不許,-198,,
2603,魏敬,魏敬,30601,,,,,,,,,,0,0,,,,,,西漢,3,劉長從者，助殺審食其,-177,,
2604,匈奴右賢王,匈奴右賢王|右賢王,30601,,,,,,,,,,0,0,,,,,,匈奴,4,漢文帝時侵河南，灌嬰擊破之，後滅月氏,-177,,
2605,繒賀,祁侯|繒賀,30601,,,,,,,,,,0,-169,,,,,,西漢,1,漢文帝時討伐劉興居,,,
2606,張釋之,張釋之|釋之,30602,,,,,,季,,,,0,0,,,,,,西漢,,漢文帝廷尉，執法公正,-177,,
2607,上林尉,上林尉|尉,30602,,,,,,,,,,0,0,,,,,,西漢,4,無法回答漢文帝對虎圈的提問,-177,,
2608,虎圈嗇夫,虎圈嗇夫|嗇夫,30602,,,,,,,,,,0,0,,,,,,西漢,4,對漢文帝對虎圈的提問對答如流，張釋之拒提拔以助巧言令色之風,-177,,
2609,張相如,東陽侯|張相如,30602,,,,,,,,,,-229,-165,,,,,,西漢,1,西漢開國功臣，文帝時擊匈奴,,,
2610,吳著,長沙王|吳著,30603,,,吳差,,,,,,,0,-157,,,,,,西漢,,西漢第5代長沙王，賈誼為太傅，死後國除,,,
2611,周勝之妻,公主,30603,,1,昌平公主,,,,,,,0,0,,,,,,西漢,4,漢文帝女，嫁周勝之,-176,,
2612,周勝之,勝之,30603,,,,,,,,,,0,0,,,,,,西漢,,周勃子，尚文帝女,-176,,
2613,鄧通,鄧通|通,30604,,,,,,,,,,0,0,,,,,,西漢,,漢文帝佞幸，吮癰舐痔，鄧通錢，餓死,-175,,
2614,蔡叔度,蔡,30604,3,,,姬,度,,,,,0,0,,,0,0,蔡國,西周,,周文王五子，三監之亂,,,
2615,大夫但,大夫但,30604,,,,,,,,,,0,-174,,,,,,西漢,3,劉長謀反領頭人,,,
2616,開章,開章,30604,,,,,,,,,,0,-174,,,,,,西漢,3,劉長謀反領頭人,,,
2617,柴奇,奇,30604,,,,,,,,,,0,-174,,,,,,西漢,3,柴武子，劉長謀反領頭人,,,
2618,雍令,雍令,30604,,,,,,,,,,0,0,,,,,,西漢,4,漢文帝雍縣令，發封知劉長已死,-174,,
2619,難支,後義盧侯|難支,30605,,,,,,,,,,0,0,,,,,,匈奴,3,匈奴右賢王謀臣，斷絕漢匈和約,-174,,
2620,老上單于,稽粥|老上單于|單于,30605,,,,,稽粥,,,攣鞮,,0,-161,,,-174,-161,匈奴,,,第三代匈奴單于，冒頓子，殺月氏王作首爵,,,
2621,宗室女,宗室女|翁主,30605,,1,,,,,,,,0,0,,,,,,西漢|匈奴,4,和親匈奴，老上單于見面禮,-174,,
2622,中行說,中行說|說,30605,,0,,,,,,,,0,0,,,,,,西漢|匈奴,,首位漢奸，舌戰漢使,-174,,
2623,黃帝,黃帝|黃,30606,3,,,姬,,,軒轅,有熊,,-2717,-2599,,,,,上古,,,上古炎黃部落首領,,,
2624,劉安,安|阜陵侯|淮南王|王|淮南王安|淮南,30607,,,淮南小山|淮南大山,,,,,,,-179,-122,,,,,,西漢,,劉長子，淮南子，發明家，造反者,,,
2625,專諸,剸諸,30607,,,,姬,,,,專,,0,-515,,,,,,吳國,,行刺吳王僚,,,
2626,李德裕,李德裕,30607,1,,李衛公,李,德裕,文饒,,,,787,849,,12,,,,唐朝,,唐德宗至唐宣宗八朝元老,,,
2627,秦康公,秦康,30607,1,,,嬴,罃,,,,康,0,-609,,,-620,-609,秦國,,,秦國第10代君主,,,
2628,漢成帝,成,30607,1,,,劉,驁,太孫|俊,,,成,-51,-7,,4.17,-33,-7,西漢,,,西漢第12位皇帝，趙飛燕姐妹崛起,,,
2629,漢哀帝,哀,30607,1,,,劉,欣,,,,,-26,-1,,8.15,-7,-1,西漢,,,西漢第13位皇帝,,,
2630,曹丕,魏文帝,30607,1,,,曹,丕,子桓,,,文,187,226,,6.29,220,226,曹魏,,,曹魏開國皇帝,,,
2801,劉喜 (城陽王),城陽王喜|淮南王|淮南王喜|城陽王|城陽共王喜,30702,,,,,,,,,共,0,-144,,,,,,西漢,,劉章子，歷任城陽王、淮南王,,,
2802,晁錯,鼂錯|錯|智囊|內史錯,30702,,,,,,,,,,-200,-154,,,,,,西漢,,漢景帝御史大夫，削藩策，重農抑商，移民實邊,,,
2803,神農,神農,30703,,,,,,,,,,0,0,,,,,上古,,,上古傳說人物，嘗百草,,,
2804,淳于意,淳于意,30704,,,倉公,,,,,,,-205,-150,,,,,,西漢,,漢文帝太倉令，醫學家,,,
2805,淳于緹縈,緹縈,30704,,1,,,,,,,,0,0,,,,,,西漢,,緹縈救父，使漢文帝廢肉刑,-167,,
2806,北地都尉卬,北地都尉卬,30705,,,,,,,,,,0,-166,,,,,,西漢,3,被老上單于殺，姓段或孫,,,
2807,周舍,周舍,30705,,,,,,,,,,0,0,,,,,,西漢,3,漢文帝中尉，與張武同為將軍禦匈奴,-166,,
2808,盧卿,昌侯|盧卿|上郡將軍,30705,,,,,,,,,,0,-166,,,,,,西漢,2,西漢開國功臣，漢文帝時禦匈奴,,,
2809,魏遬,甯侯|魏遬|北地將軍,30705,,,魏選,,,,,,,0,-165,,,,,,西漢,1,西漢開國功臣，漢文帝時禦匈奴,,,
2810,董赤,成侯|董赤,30705,,,,,,,,,,0,0,,,,,,西漢,1,漢文帝將軍，禦匈奴，董渫子,-166,,
2811,馮唐,馮唐|唐,30705,,,,,,,,,,0,0,,,,,,西漢,,漢文帝車騎都尉，馮唐易老,-166,,wiki作馮唐 (漢朝)
2812,高祛,高祛,30705,,,,,,,,,,0,0,,,,,,西漢,3,漢文帝居代時尚食監,-208,取鉅鹿之戰年,
2813,李齊,李齊,30705,,,,,,,,,,0,0,,,,,,秦末趙國,1,鉅鹿之戰時趙王歇將,-208,取鉅鹿之戰年,
2814,魏尚,魏尚|尚,30705,,,,,,,,,,0,-157,,,,,,西漢,,漢文帝時云中守，革職後經馮唐進諫復職,,,
2815,公孫臣,公孫臣,30706,,,,,,,,,,0,0,,,,,,西漢,,漢文帝博士，言漢土德被張蒼罷，後復,-165,,
2816,劉則,齊文王則,30706,,,,,,,,,文,0,-165,,,,,,西漢,,劉襄子,,,
2817,劉福 (河間王),河間哀王福,30706,,,,,,,,,哀,0,-165,,,,,,西漢,,劉辟彊子，河間國除,,,
2818,新垣平,新垣平|平,30706,,,,,,,,,,0,-163,,,,,,西漢,,假造祥瑞騙漢文帝，夷三族,,,
2819,劉將閭,楊虛侯|將閭|齊王|齊|齊孝王,30706,,,,,,,,,孝,0,-154,,,,,,西漢,,劉肥子，漢文帝分立齊為六王，七國之亂答應造反而後悔，被三國圍，略動搖，懼而自殺,,,
2820,劉志 (菑川王),安都侯|志|濟北王,30706,,,,,,,,,懿,0,-130,,,,,,西漢,,劉肥子，漢文帝分立齊為六王，七國之亂時濟北王，徙封菑川,,,
2821,劉賢 (菑川王),武成侯|賢|菑川王|菑川,30706,,,,,,,,,,0,-154,,,,,,西漢,,劉肥子，漢文帝分立齊為六王，七國之亂中叛亂七王，伏誅,,,
2822,劉雄渠,白石侯|雄渠|膠東王|膠東,30706,,,,,,,,,,0,-154,,,,,,西漢,,劉肥子，漢文帝分立齊為六王，七國之亂中叛亂七王，伏誅,,,
2823,劉卬,平昌侯|卬|膠西王|膠西王卬|膠西|大王|王,30706,,,,,,,,,,0,-154,,,,,,西漢,,劉肥子，漢文帝分立齊為六王，七國之亂中叛亂七王，事敗自殺,,,
2824,劉辟光,扐侯|辟光|濟南王|濟南,30706,,,,,,,,,,0,-154,,,,,,西漢,,劉肥子，漢文帝分立齊為六王，七國之亂中叛亂七王，伏誅,,,
2825,劉勃 (濟北王),安陽侯|勃|衡山王|濟北|濟北貞王,30706,,,,,,,,,貞,0,-152,,,,,,西漢,,劉長子，漢文帝分立淮南為三王,,,
2826,劉賜 (衡山王),陽周侯|賜|廬江王|衡山王|衡山王賜|王|衡山,30706,,,,,,,,,,0,-122,,,,,,西漢,,劉長子，漢文帝分立淮南為三王，武帝時與淮南王劉安謀反未遂自殺,,,
2827,申屠嘉,申屠嘉|嘉|故安侯|丞相嘉,30707,,,,,,,,,節,0,-155,,,,,,西漢,,以材官蹶張起，提丞相,,,
2828,軍臣單于,軍臣單于|匈奴單于|單于,30708,,,,,,,,攣鞮,,0,-126,,,-161,-126,匈奴,,,第四代匈奴單于，破馬邑之謀,,,
2829,中大夫令免,中大夫令免,30708,,,,,,,,,,0,0,,,,,,西漢,3,漢文帝車騎將軍，禦匈奴,-158,,
2830,蘇意,蘇意,30708,,,,,,,,,,0,0,,,,,,西漢,2,漢文帝將軍，禦匈奴,-158,,
2831,周亞夫,周亞夫|將軍|亞夫|太尉|條侯|丞相,30708,,,,,,,,,,0,-143,,,,,,西漢,,漢景帝太尉、丞相，七國之亂擊吳楚，餓死,,,
2832,劉禮,劉禮|平陸侯|禮|宗正禮|楚王|楚文王禮,30708,,,,,,,,,文,0,-151,,,,,,西漢,,劉交子，漢文帝宗正，禦匈奴，七國之亂後續楚王,,,
2833,徐厲,祝茲侯|徐厲,30708,,,,,,,,,,0,0,,,,,,西漢,1,漢文帝將軍，禦匈奴，隨高祖起兵,-156,,
2834,陶青,御史大夫青|開封侯|陶青|丞相青|丞相,30710,,,,,,,,,夷,0,0,,,,,,西漢,,漢景帝丞相，陶舍子，令彈劾晁錯,-156,,
2835,周仁,周仁|仁,30710,,,,,,,,,,0,0,,,,,,西漢,,漢景帝郎中令，原太子舍人，男寵，悶蛋,-156,,wiki作周仁 (漢朝)
2836,張歐,張歐|歐|廷尉歐,30710,,,張叔,,,,,,,0,0,,,,,,西漢,,漢景帝廷尉，原事太子宮，令彈劾晁錯，漢武帝御史大夫,-156,,
2837,劉德 (河間王),德|河間王|河間王德|獻王|王|河間獻王,30710,,,,,,,,,獻,0,-130,,,,,,西漢,,漢景帝三子，實事求是，推廣儒術,,,
2838,劉閼於,閼|臨江王|臨江王閼,30710,,,,,,,,,哀,0,-153,,,,,,西漢,,漢景帝四子,,,
2839,劉餘,餘|淮陽王|淮陽王餘|魯王|魯共王餘,30710,,,,,,,,,恭|共,0,-128,,,,,,西漢,,漢景帝二子，劉表和劉焉的祖先,,,
2840,劉非,非|汝南王|汝南王非|江都王|易王|江都易王非|江都易王,30710,,,,,,,,,易,-168,-127,,,,,,西漢,,漢景帝五子,,,
2841,劉彭祖,彭祖|廣川王|趙王|趙王彭祖|趙敬肅王,30710,,,,,,,,,敬肅,0,-92,,,,,,西漢,,漢景帝八子，告發主父偃、張湯，為所欲為，娶嫂淖姬生淖子,,,
2842,劉發,發|長沙王|長沙王發|長沙定王發,30710,,,,,,,,,定,0,-128,,,,,,西漢,,漢景帝六子，尬舞求封地，劉玄和劉秀的祖先,,,
2843,枚乘,枚乘,30710,,,,,,叔,,,,0,-140,,,,,,西漢,,梁孝王劉武門客，辭賦家，七發,,,
2844,嚴忌,嚴忌,30710,,,莊忌,,,,,,,0,0,,,,,,西漢,,梁孝王劉武門客，辭賦家,-155,,
2845,羊勝,羊勝|勝,30710,,,,,,,,,,0,-148,,,,,,西漢,,梁孝王劉武門客，欲梁孝王爭太子，合謀刺殺袁盎,,,
2846,公孫詭,公孫詭|詭,30710,,,,,,,,,,0,-148,,,,,,西漢,,梁孝王劉武門客，升中尉，欲梁孝王爭太子，合謀刺殺袁盎,,,
2847,鄒陽,鄒陽|陽,30710,,,,,,,,,,0,-120,,,,,,西漢,,梁孝王劉武門客，散文家，找王信向梁孝王殺袁盎事求情,,,
2848,司馬相如,司馬相如|相如,30710,,,,,犬子|相如,長卿,,,,-179,-117,,,,,,西漢,,漢景武間辭賦家，賦聖，口吃，糖尿病,,,
3001,竇嬰,竇嬰|嬰|魏其侯|丞相嬰|魏其,30801,,,,,,,,,,0,-131,,,,,,西漢,,孝文竇皇后兄子，封魏其侯,,,
3002,劉賢 (吳國太子),吳太子,30801,,,,,賢,德明,,,,0,-165,,,,,,西漢,,劉濞太子，被漢景帝下六博時殺死,,,
3003,劉戊,楚王戊|戊|楚王|王戊|王,30801,,,,,,,,,,0,-154,,,,,,西漢,,七國之亂中叛亂七王，劉郢之子，兵敗自殺,,,
3004,應高,應高|高,30802,,,,,,,,,,0,0,,,,,,西漢,,劉濞中大夫，游說膠西王劉卬,-154,,
