索引號,慣用名,通鑑名,通鑑目錄,出處,女性,別稱,姓,名,字,號,氏,謚,生年,卒年,出生月日,去世月日,得位年,失位年,統治政權,從屬政權,籍貫,作品,相關典故,人物組合,生僻度,簡述,記載年,記載年備註,wiki異名,備注
10241,去特若尸逐就右賢王,右賢王,51305,,,,,,,,,,0,0,,,,,,南匈奴,,,,,4,漢順帝時南匈奴右賢王，與吾斯車紐合兵圍美稷,140,,,
10242,梁並,梁並|並,51305,,,,,,,,,,0,0,,,,,,東漢,,,,,3,漢順帝使匈奴中郎將，破吾斯車紐，病免，漢質帝左馮翊，招降隴右叛羌,140,,,
10243,去特若尸逐就左賢王,左賢王,51305,,,,,,,,,,0,140,,,,,,南匈奴,,,,,4,去特若尸逐就弟，同被陳龜逼迫自殺,,,,
10244,抑鞮,抑鞮,51305,,,,,,,,,,0,0,,,,,,南匈奴|東漢,,,,,3,叛漢南匈奴右賢王部，降馬續,140,,,
10245,來機,來機|機,51305,,,,,,,,,,0,0,,,,,,東漢,,,,,3,漢順帝幷州刺史，虐刻使且凍傅難羌反，坐徵,140,,,
10246,涼州刺史劉秉,劉秉,51305,,,,,,,,,,0,0,,,,,,東漢,,,,,3,漢順帝涼州刺史，虐刻使且凍傅難羌反，坐徵,140,,,
10247,耿叔,耿叔,51305,,,,,,,,,,0,0,,,,,,東漢,,,,,3,漢順帝騎都尉，副馬賢攻且凍傅難羌,140,,,
10248,張耽,張耽,51305,,,,,,,,,,0,0,,,,,,東漢,,,,,,漢順帝使匈奴中郎將，馬邑破降車紐，率鮮卑破烏桓於通天山,141,,,
10249,宋漢 (東漢),宋漢|漢,51306,,,,,,仲和,,,,0,0,,,,,,東漢,,,,,,宋由子，漢順帝太中大夫，梁商諫使之代馬賢不從,140,,,
10250,高克,高克,51306,3,,,,,,,,,0,0,,,,,,鄭國,,,,,2,鄭文公惡之使守邊，禦狄潰敗,,,,
10251,皇甫規,皇甫規|規|威明,51306,,,,,,威明,,,,104,174,,,,,,東漢,安定,,,涼州三明,,漢順帝安定上計掾，言馬賢必敗，欲擊羌不用，漢沖帝時鬥梁冀被免，沉廢十餘年，漢桓帝時泰山太守、中郎將，59請纓平零吾等羌亂，通涼州，論功當封而不予徐璜左悺賄賂被下獄，後赦，復徵為度遼將軍、使匈奴中郎將，欲退要職故意犯規，胡芳不問，第一次黨錮之禍欲湊熱鬧不被理會,140,,,
10252,趙沖,趙沖|沖,51306,,,,,,,,,,0,144,,,,,,東漢,,,,,1,漢順帝武都太守、護羌校尉，擊鞏唐羌，罕羌降之，破燒何羌燒當羌，追擊馬玄戰死,,,,
10253,趙戒,趙戒|戒|廚亭侯,51306,,,,,,志伯,,,,0,0,,,,,,東漢,,,,,,漢順帝太僕、司空，欲立劉蒜服軟梁冀，漢桓帝司徒、參錄尚書事、太尉、特進、司空,141,,,
10254,賈福,賈福,51306,,,,,,,,,,0,0,,,,,,東漢,,,,,3,漢順帝北地太守，擊鞏唐羌不利,141,,,
10255,夏密,夏密,51307,,,,,,,,,,0,0,,,,,,東漢,,,,,1,荊州賊帥，降李固,141,,,
10256,高賜,高賜|賜,51307,,,,,,,,,,0,0,,,,,,東漢,,,,,3,漢順帝南陽太守，李固奏其臧穢，重賂梁冀得免,141,,,
10257,薁鞬,薁鞬,51307,,,,,,,,,,0,0,,,,,,南匈奴,,,,,3,連吾斯反漢寇幷部，可能與臺耆為一人,142,,,
10258,臺耆,臺耆|左薁鞬|薁鞬,51307,,,,,,,,,,0,0,,,,,,南匈奴,,,,,3,連吾斯反漢寇幷部，南匈奴左薁鞬，反漢寇美稷，被張奐敗,142,,,
10259,杜喬,杜喬|喬|杜,51308,,,,,,叔榮,,,,0,147,,,,,,東漢,河內,,,八使|東漢大李杜,,漢順帝侍中、太傅，為八使反貪，表奏李固政為天下第一，疑高梵單駕迎太子而不決，漢質帝大司農、大鴻臚、太尉，拒借梁冀金蛇，拒赴梁冀小女會喪，欲立劉蒜抗衡梁冀，諫勿濫封不聽，被策免，被梁冀整死獄中,,,杜喬 (東漢),
10260,周栩,周栩,51308,,,,,,,,,,0,0,,,,,,東漢,,,,八使,3,漢順帝光祿大夫，為八使反貪,142,,,
10261,馮羨,馮羨,51308,,,,,,,,,,0,0,,,,,,東漢,,,,八使,1,漢順帝光祿大夫，為八使反貪,142,,,
10262,欒巴,欒巴,51308,,0,,,,叔元,,,,0,168,,,,,,東漢,魏郡,,欒巴噀酒,八使,,漢順帝時為八使反貪，漢桓帝議郎，凈身不徹底，生子欒賀,,,,
10263,八使郭遵,郭遵,51308,,,,,,,,,,0,0,,,,,,東漢,,,,八使,1,漢順帝時為八使反貪,142,,,
10264,劉班,劉班,51308,,,,,,,,,,0,0,,,,,,東漢,,,,八使,3,漢順帝時為八使反貪,142,,,
10265,种暠,种暠|暠,51308,,,,,,景伯,,,,103,163,,,,,,東漢,河南,,,,,漢順帝侍御史、監太子家，諫究八使所查貪官，拒還高梵單駕迎太子，漢質帝益州刺史，告發劉君世獻梁冀金蛇事，討服直不克免官，漢桓帝從事中郎、度遼將軍、大司農、司徒，收服羌胡,,,,种音蟲
10266,吳雄 (東漢),吳雄,51308,,,,,,季高,,,,0,0,,,,,,東漢,,,,,,漢順帝廷尉，諫究八使所查貪官，漢桓帝光祿勳、司徒，子孫三世廷尉,142,,,
10267,張嬰,張嬰|嬰,51308,,,,,,,,,,0,0,,,,,,東漢,,,,,1,漢順帝時廣陵賊，寇亂揚徐十餘年，被張綱勸降，為其披麻戴孝，漢質帝時復反，被滕撫破,142,,,
10268,張續,續,51308,,,,,,,,,,0,0,,,,,,東漢,,,,,3,張綱子，漢順帝郎中,143,,,
10269,任峻 (南皮),任峻|峻,51308,,,,,,叔高,,,,0,0,,,,,,東漢,,,,,,漢順帝雒陽令，能政者,142,,,
10270,蘇章 (漢朝),蘇章|章|蘇孺文,51308,,,,,,孺文,,,,0,0,,,,,,東漢,京兆,,,,,漢順帝冀州刺史，治其友清河太守下獄，蘇建八世孫,142,,,
10271,吳祐,吳祐|祐,51308,,,吳佑,,,季英,,,,0,147,,,,,,東漢,陳留,,杵臼之交,,,漢順帝膠東相，能政者，漢桓帝大將軍長史，為李固求情，出為河間相，辭歸卒於家,,,,
10272,蘇章友清河太守,故人|太守,51308,,,,,,,,,,0,0,,,,,,東漢,,,,,4,蘇章友，漢順帝清河太守，被蘇章正罪,142,,,
10273,孫性,孫性|性,51308,,,,,,,,,,0,0,,,,,,東漢,,,,,3,漢順帝某縣嗇夫，以民財市衣進父，父使其自首謝罪，吳祐不究,142,,,
10274,孫性父,父,51308,,,,,,,,,,0,0,,,,,,東漢,,,,,4,孫性父，令其自首謝罪,142,,,
10275,趙峻,趙峻,51309,,,,,,,,,,0,145,,10.25,,,,東漢,下邳,,,,,漢順帝司隸校尉、太尉、太傅,,,,
10276,張貢,張貢,51309,,,,,,,,,,0,0,,,,,,東漢,,,,,3,漢順帝漢陽太守，破燒何羌,143,,,
10277,呼蘭若尸逐就單于,守義王|兜樓儲|呼蘭若尸逐就單于|南單于兜樓儲,51309,,,,,兜樓儲,,,攣鞮,,0,147,,,143,147,南匈奴,,,,,,,南匈奴空位三年後，漢順帝立為單于,,,,
10278,马寔,馬寔|寔,51309,,,,,,,,,,0,0,,,,,,東漢,扶風,,,,1,漢順帝使匈奴中郎將，使人刺殺吾斯，攻滅黨羽,143,,,
10279,叛漢馬玄,馬玄|玄,51309,,,,,,,,,,0,0,,,,,,東漢,,,,,3,漢順帝護羌從事，率羌叛漢出塞,144,,,
10280,衛琚,衛琚,51309,,,,,,,,,,0,0,,,,,,東漢,,,,,3,漢順帝領護羌校尉，追擊馬玄,144,,,
10281,趙沖子,沖子|義陽亭侯,51309,,,,,,,,,,0,0,,,,,,東漢,,,,,4,趙沖子，因父戰死封侯,144,,,
10282,漢沖帝,皇子炳|太子|皇帝|陛下|孝沖皇帝|帝,51310,,,,,,,,,沖,143,145,,2.15,144,145,東漢,,,,,,,虞美人子，東漢第9任皇帝,,,,
10283,范容,范容,51310,,,,,,,,,,0,145,,,,,,東漢,九江,,,,1,漢順帝時九江賊，屯據歷陽，被滕撫斬,,,,
10284,周生,周生,51310,,,,,,,,,,0,145,,,,,,東漢,九江,,,,1,漢順帝時九江賊，屯據歷陽，被滕撫斬,,,,
10285,尹耀,尹耀,51310,,,,,,,,,,0,144,,,,,,東漢,,,,,1,漢沖帝揚州刺史，攻范容戰死,,,,
10286,鄧顯,鄧顯,51310,,,,,,,,,,0,144,,,,,,東漢,,,,,1,漢沖帝九江太守，攻范容戰死,,,,
10287,交趾刺史夏方,夏方|方,51310,,,,,,,,,,0,0,,,,,,東漢,,,,,1,漢沖帝交趾刺史，誘降日南蠻夷，漢桓帝桂陽太守、交趾刺史，復降日南賊,144,,,
10288,徐鳳,徐鳳|鳳|無上將軍,51310,,,,,,,,,,0,145,,,,,,東漢,,,,,1,漢沖帝時九江盜賊，築營當塗山中，自稱無上將軍，被下邳人謝安斬,,,,
10289,馬勉,馬勉|勉|皇帝,51310,,,,,,,,,,0,145,,,,,,東漢,,,,,,漢沖帝時九江盜賊，築營當塗山中，自稱皇帝(黃帝)，被滕撫斬,,,,
10290,黃虎,黃虎,51310,,,,,,,,,,0,0,,,,,,東漢,,,,,3,漢沖帝時九江盜賊，攻合肥,145,,,
10291,劉蒜,清河王蒜|蒜|清河王|王|尉氏侯,51311,,,,,,,,,,0,147,,,,,,東漢,,,,,,劉延平子，漢沖帝崩後共被徵，因年長落選遣回，牽連劉鮪之亂被貶自殺,,,,
10292,劉鴻,渤海孝王鴻|鴻|樂安王鴻|渤海王,51311,,,,,,,,,孝,0,147,,,,,,東漢,,,,,,樂安王劉寵子，漢質帝父，被毒殺沒啥反應,,,,
10293,漢質帝,纘|建平侯|皇帝|帝|孝質皇帝,51311,,,,,纘|續,,,,質,138,146,,7.26,145,146,東漢,,,,,,,東漢第10任皇帝，劉鴻子，被梁冀毒死,,,,纘音纂
10294,滕撫,滕撫|撫,51312,,,,,,叔輔,,,,0,146,,,,,,東漢,北海,,,,,漢質帝涿令、九江都尉，破斬九江賊，拜中郎將、督揚徐二州事，破張嬰，斬華孟，升左馮翊，性方直被宦官黜，卒於家,,,,
10295,趙序,趙序,51312,,,,,,,,,,0,145,,,,,,東漢,,,,,,漢質帝中郎將，討九江賊，坐畏懦詐增首級棄市,,,,
10296,斬徐鳳謝安,謝安|安|平鄉侯,51312,,,,,,,,,,0,0,,,,,,東漢,下邳,,,,1,漢質帝時設伏斬徐鳳,145,,,
10297,滕撫司馬王章,王章,51312,,,,,,,,,,0,0,,,,,,東漢,,,,,1,滕撫司馬，擊破廬江盜賊,145,,,
10298,華孟,華孟|黑帝|孟,51312,,,,,,,,,,0,145,,,,,,東漢,,,,,,漢質帝歷陽賊，自稱黑帝，攻殺九江太守楊岑，被滕撫斬,,,,
10299,楊岑,楊岑,51312,,,,,,,,,,0,145,,,,,,東漢,,,,,3,漢質帝九江太守，被華孟攻殺,,,,
10300,劉君世,劉君世,51312,,,,,,,,,,0,0,,,,,,東漢,,,,,3,漢質帝永昌太守，鑄金蛇獻梁冀，被种暠告發,145,,,
10301,服直,服直|天王,51312,,,,,,,,,,0,0,,,,,,東漢,巴郡,,,,3,漢質帝巴郡反賊，自稱天王,145,,,
10302,應承,應承|承,51312,,,,,,,,,,0,0,,,,,,東漢,,,,,3,漢質帝巴郡太守，討服直不克免官,145,,,
10303,梁冀小女,冀小女,51312,,1,,,,,,,,0,145,,,,,,東漢,,,,,4,梁冀小女，死後令公卿會喪，杜喬不來,,,,
10401,漢桓帝,志|蠡吾侯|蠡吾侯志|皇帝|帝|孝桓皇帝|陛下|車駕|上|乘輿|天子|威宗|桓帝|桓,51401,,,,,,,,,,132,168,,1.25,146,168,東漢,,,,,桓靈,,東漢第11位皇帝,,,,
10402,梁女瑩,女弟|皇后|梁氏|梁皇后|后|懿獻皇后,51401,,1,梁阿重,,,女瑩,,,,0,159,,8.9,,,,東漢,,,,,,梁妠妹，漢桓帝皇后，迫害其後嗣，失寵氣死,,,,
10403,袁湯,袁湯|湯|安國侯,51401,,,,,,仲河,,,,68,153,,,,,,東漢,,,,,,袁安孫，漢桓帝太僕、司空、司徒、太尉,,,,
10404,朱穆,朱穆|穆,51401,,,,,,公叔,,,,100,163,,,,,,東漢,南陽,,,,,朱暉孫，漢桓帝大將軍掾，勸戒梁冀不聽，劉鮪之亂後從之，為侍御史、冀州刺史，勸誡梁冀專橫不聽，治冀州開棺治罪宦官趙忠，桓帝怒，下獄後赦，復為尚書，怒宦官專權發疽卒,,,,
10405,孝穆趙皇后,趙氏|孝穆后,51401,,1,,趙,,,,,,0,0,,,,,,東漢,,,,,,河間王劉開夫人，劉翼劉淑母,,,,
10406,匽明,匽氏|博園貴人|博園匽貴人|孝崇后|后|孝崇皇后,51401,,1,,,,,,,,0,152,,5.25,,,,東漢,,,,,,漢桓帝母，劉翼媵妾,,,,
10407,劉代,阜陵王代,51402,,,,,,,,,節,0,145,,,,,,東漢,,,,,,劉魴孫，阜陵王劉恢子,,,,
10408,劉便親,勃遒亭侯便|阜陵王,51402,,,,,,,,,恭,0,159,,4.4,,,,東漢,,,,,,阜陵王劉恢子，劉代兄,,,,
10409,劉悝,蠡吾侯悝|渤海王|勃海王悝|悝|癭陶王|癭陶王悝|勃海王,51402,,,,,,,,,,0,172,,11.9,,,,東漢,,,,,,漢桓帝弟，素無行，漢靈帝時不還王甫錢被誣謀反誅殺,,,,
10410,梁蒙,蒙|西平侯,51402,,,,,,,,,,96,163,,,,,,東漢,,,,,,梁冀弟，閉門自守被梁冀監視，滅諸梁幸存者,,,,
10411,梁冀子梁胤,胤|襄邑侯|梁胤,51402,,,,,,,,,,118,159,,,,,,東漢,,,,,1,梁冀子，漢桓帝河南尹，極醜令人笑,,,,
10412,中常侍劉廣,劉廣,51402,,0,,,,,,,,0,0,,,,,,東漢,,,,,3,漢桓帝中常侍，封列侯,147,,,
10413,氾宮,氾宮|宮,51402,,,,,,,,,,0,0,,,,,,東漢,,,,,1,梁冀令杜喬舉為尚書而不從，巨貪,147,,,
10414,唐衡,唐衡|衡|唐雨墮|汝陽侯,51402,,0,,,,,,,,0,164,,,,,,東漢,,,,宦官五侯,,漢桓帝小黃門史、中常侍，譖李固杜喬，荀彧老丈人，廁中定計誅梁冀，封萬戶侯，虐遍天下,,,,
10415,左悺,左悺|悺|左回天,51402,,0,上蔡侯,,,,,,,0,165,,,,,,東漢,,,,宦官五侯,,漢桓帝小黃門史、中常侍，譖李固杜喬，與梁不疑有隙，廁中定計誅梁冀，封萬戶侯，虐遍天下，被韓縯劾奏自殺,,,,悺音貫
10416,連劉鮪劉文,劉文|文,51402,,,,,,,,,,0,147,,,,,,東漢,清河,,,,3,漢桓帝時妄言立劉蒜，逼死謝暠事發被誅,,,,
10417,劉鮪,劉鮪|鮪,51402,,,,,,,,,,0,147,,,,,,東漢,南郡,,,,1,漢桓帝時期妖賊，妄言立劉蒜，逼死謝暠事發被誅,,,,
10418,清河相謝暠,謝暠|暠,51402,,,,,,,,,,0,147,,,,,,東漢,,,,,1,漢桓帝清河相，被劉文劉鮪脅迫，反罵被殺,,,,
10419,李固門生王調,王調,51403,,,,,,,,,,0,0,,,,,,東漢,渤海,,,,1,李固門生，貫械上書證其無罪,147,,,
10420,趙承,趙承,51403,,,,,,,,,,0,0,,,,,,東漢,河內,,,,1,要鈇鑕為李固求情,147,,,
10421,李固弟子郭亮,郭亮|亮,51403,,,,,,,,,,133,0,,,,,,東漢,汝南,,,,1,李固最小弟子，捨命為其收尸，梁妠赦之歸還骸骨,,,,
10422,董班,董班,51403,,,,,,季,,,,0,0,,,,,,東漢,南陽,,,,1,李固弟子，捨命為其收尸，梁妠赦之歸還骸骨，隱遁終身不仕,147,,,
10423,夏門亭長,夏門亭長,51403,,,,,,,,,,0,0,,,,,,東漢,,,,,4,看守李固杜喬尸，善待郭亮董班,147,,,
10424,楊匡,楊匡|匡,51403,,,楊章,,,叔康,,,,0,0,,,,,,東漢,陳留,,,,,杜喬掾，假冒夏門亭吏為其守喪，梁妠赦之，歸還骸骨，隱遁終身不仕,147,,楊匡 (東漢),
10425,伊陵尸逐就單于,伊陵尸逐就單于|車兒|南單于|單于,51403,,,,,居車兒,,,攣鞮,,0,172,,,147,172,南匈奴,,,,,,,南匈奴單于，因南匈奴反被張奐拘，欲廢未果,,,,
10426,漢桓帝益州刺史,益州刺史,51404,,,,,,,,,,0,0,,,,,,東漢,,,,,4,漢桓帝益州刺史，率板楯蠻破白馬羌,148,,,
10427,劉碩,顧|平原王|平原王石,51404,,,劉顧,,,,,,,0,0,,,,,,東漢,,,,,,漢桓帝弟，嗜酒,148,,,通鑑51409誤記名為石
10428,馬貴人 (劉翼),孝崇皇夫人|孝崇園貴人,51404,,1,孝崇博園貴人,,,,,,,0,0,,,,,,東漢,,,,,,劉翼夫人，馬氏,148,,,
10429,劉得 (安平王),安平孝王得,51404,,,劉德,,,,,,,0,151,,,,,,東漢,,,,,,河間王劉開子,,,,
10430,劉理 (甘陵王),經侯理|甘陵王,51404,,,,,,,,,威,0,172,,,,,,東漢,,,,,,安平王劉得子,,,,
10431,張歆,張歆,51404,,,,,,敬讓,,,,0,0,,,,,,東漢,河內,,,,,漢桓帝大司農、司徒,149,,,
10432,荀儉,儉,51404,,,,,,伯慈,,,,0,0,,,,,,東漢,,,,荀氏八龍,1,荀淑長子，荀悅父,149,,,
10433,荀緄,緄|荀緄,51404,,,,,,仲慈,,,,0,0,,,,,,東漢,,,,荀氏八龍,1,荀淑次子，荀彧父，漢桓帝尚書,149,,,
10434,荀靖,靖,51404,,,,,,叔慈,玄行先生,,,0,0,,,,,,東漢,,,,荀氏八龍,1,荀淑三子，隱居不仕,149,,,
10435,荀燾,燾,51404,,,,,,慈光,,,,0,0,,,,,,東漢,,,,荀氏八龍,3,荀淑四子,149,,,
10436,荀汪,汪,51404,,,,,,孟慈,,,,0,0,,,,,,東漢,,,,荀氏八龍,1,荀淑五子,149,,,
10437,荀爽,爽|荀爽,51404,,,,,,慈明,,,,128,190,,,,,,東漢,,,,荀氏八龍,,荀淑六子，慈明無雙，為李膺御而欣喜，諫去采女，漢桓帝拜郎中，漢獻帝時董卓徵為平原相、光祿勳、司空，93日拜司空，楊彪諫董卓勿遷都緩解氣氛,,,,
10438,荀肅,肅,51404,,,,,,敬慈,,,,0,0,,,,,,東漢,,,,荀氏八龍,1,荀淑七子,149,,,
10439,荀旉,專,51404,,,,,,幼慈,,,,0,0,,,,,,東漢,,,,荀氏八龍,1,荀淑八子,149,,,旉音敷
10440,苑康,苑康,51404,,,,,,仲真,,,,0,0,,,,,,東漢,勃海,,,八及,,漢桓帝潁陰令、尚書郎，名荀淑故里為高陽里，竇武薦,149,,,
10441,陳寔,陳寔|寔|陳君,51404,,,,,,仲弓,,,文范先生,104,187,,,,,,東漢,潁川,,梁上君子|陳寔遺盜|難兄難弟,潁川四長|三君(陳寔),,潁川陳氏先祖，李膺友，潁川郡西門亭長、功曹、太丘長，代高倫走後門自汙，牽連第一次黨錮之禍，自往請囚，因弔張讓父免黨錮之禍，死後三萬餘人赴弔,,,,
10442,鍾皓,鍾皓|皓|鍾君,51404,,,,,,季明,,,,86,154,,,,,,東漢,潁川,,,潁川四長,,陳寔友，潁川郡功曹，辟司徒府，薦陳寔,,,,
10443,侯覽,侯覽|侯常侍|高鄉侯|覽,51404,,0,,,,,,,,0,172,,,,,,東漢,防東,,,,,漢桓帝中常侍，託高倫走後門塞人，受寵封侯，放縱手下劫道，滕延捕殺反免其官，被楊秉劾奏免官，漢靈帝長樂太僕，張儉死敵，坐專權免官自殺,,,,
10444,高倫,太守|高倫|倫,51404,,,,,,,,,,0,0,,,,,,東漢,,,,,3,潁川太守、尚書，陳寔代其幫侯覽走後門塞人,,,,
10445,鍾瑾,瑾,51404,,,,,,,,,,0,0,,,,,,東漢,,,,,3,鍾皓兄子，與李膺同年,,,,
10446,鍾瑾母,瑾母,51404,,1,,,,,,,,0,0,,,,,,東漢,,,,,4,鍾瑾母，李膺姑,,,,
10447,鍾瑾妻,膺妹,51404,,1,,,,,,,,0,0,,,,,,東漢,,,,,4,李膺妹，鍾瑾妻,,,,
10448,國佐,國子,51404,3,,賓媚人,,,,,,武,0,-573,,,,,,齊國,,,,,,齊頃公大夫，鞍之戰敗議和，殺死慶克，因好盡言被殺,,,,
10449,孫壽,孫壽|襄城君|壽,51405,,1,,,,,,,,0,159,,9.9,,,,東漢,,,,,,梁冀妻，發明愁眉啼粧墮馬髻折腰步齲齒笑，勸罷梁氏提孫氏，被徙比景自殺,,,,
10450,秦宮,秦宮,51405,,,,,,,,,,0,0,,,,,,東漢,,,,,1,梁冀監奴，漢桓帝太倉令，梁冀孫壽爭幸,150,,,
10451,漢桓帝西域賈胡,西域賈胡,51405,,,,,,,,,,0,150,,,,,,未知,,,,,4,漢桓帝西域商人，誤殺梁冀兔苑一兔，牽連死十餘人,,,,
10452,士孫奮,士孫奮|奮,51405,,,,,,景卿,,,,0,150,,,,,,東漢,扶風,,,,1,漢桓帝時富人，吝嗇，梁冀放高利貸不還被整死奪財1億7000萬,,,,
10453,漢桓帝子,皇子,51406,,,,,,,,,,0,0,,,,,,東漢,,,,,4,漢桓帝子，病中買藥被梁冀賺差價,150,,,
10454,延篤,延篤|篤,51406,,,,,,叔堅|叔固,,,,0,167,,,,,,東漢,南陽,,,,,漢桓帝京兆尹，揭發梁冀借漢桓帝子病賣藥賺差價，殺其使，被免官，馬融弟子,,,,
10455,張陵 (處沖),張陵|陵,51406,,,,,,處沖,,,,0,0,,,,,,東漢,蜀郡,,,,,漢桓帝尚書、尚書郎，梁不疑舉，奪梁冀劍，劾奏罰其一歲俸，張楷子,151,,,
10456,田明,田明|明,51406,,,,,,,,,,0,151,,,,,,東漢,,,,,1,漢桓帝江夏太守，謁梁不疑被髡笞流放，道死,,,,
10457,楊秉,楊秉|秉,51406,,,,,,叔節,,,,92,165,,,,,,東漢,,,三不惑,四世太尉,,楊震子，漢桓帝尚書、太常、河南尹、太尉，諫勿微行諸臣家不聽，為李雲求情免官，治單匡案反被下獄，勸退宦官親族被納，劾奏殺侯參免侯覽,,,,
10458,刺漢宣帝任章,任章,51406,3,,,,,,,,,0,0,,,,,,西漢,,,,,3,任宣子，復仇刺漢宣帝，被梁丘賀算出，被殺,,,,
10459,馬達敗呼衍王,呼衍王,51406,,,,,,,,,,0,0,,,,,,北匈奴,,,,,4,北匈奴呼衍王，寇伊吾敗毛愷，被馬達擊走,151,,,
10460,毛愷,毛愷,51406,,,,,,,,,,0,0,,,,,,東漢,,,,,3,漢桓帝伊吾司馬，被北匈奴呼衍王敗,151,,,
10461,馬達,馬達|達,51406,,,,,,,,,,0,0,,,,,,東漢,,,,,3,漢桓帝敦煌太守，擊走北匈奴呼衍王，欲擊于窴被徵還,151,,,
10462,崔寔,崔寔|寔,51407,,,崔實,,,子真,,,,0,170,,,,,,東漢,涿郡,四民月令|政論,,,,崔瑗子，桓帝時被舉論災異不對，政論稱嚴刑,,,,
10463,葉公,葉公,51407,3,,,,諸梁,子高,,沈尹,,0,0,,,,,,楚國,,,葉公好龍,,,楚昭王葉公，平白公之亂，楚惠王令尹兼司馬，讓賢隱居,-479,白公之亂敗白公勝,沈諸梁,
10464,齊景公,景公,51407,3,,,姜,杵臼,,,,,0,-490,,,-548,-490,齊國,,,,,,,春秋齊國君主，在位時晏嬰輔政,,,,
10465,任城王劉崇,任城節王崇,51408,,,,,,,,,節,0,151,,,,,,東漢,,,,,3,任城王劉尚侄,,,,
10466,羊溥,羊溥,51408,,,,,,,,,,0,0,,,,,,東漢,,,,,1,漢桓帝太常，舔梁冀,151,,,
10467,祝恬,祝恬,51408,,,,,,伯休,,,,0,160,,7.29,,,,東漢,中山,,,,,漢桓帝司隸校尉、光祿大夫、司徒，舔梁冀,,,,
10468,邊韶,邊韶,51408,,,,,,孝先,,,,0,0,,,,,,東漢,陳留,塞賦,,,,漢桓帝太中大夫、尚書郎，舔梁冀。边孝先，腹便便，懒读书，但欲眠。竇武薦,151,,,
10469,王敬,王敬|敬|王長史,51408,,,,,,,,,,0,152,,,,,,東漢,,,,,3,漢桓帝西域長史，被借刀殺于窴王建，被輸僰斬,,,,
10470,趙評,趙評|評,51408,,,,,,,,,,0,151,,,,,,東漢,,,,,3,漢桓帝西域長史，病癰死,,,,
10471,趙評子,評子,51408,,,,,,,,,,0,0,,,,,,東漢,,,,,4,趙評子，拘彌王成國騙其父被于窴王建殺,151,,,
10472,拘彌王成國,拘彌王|成國,51408,,,,,,,,,,0,175,,,0,175,拘彌,,,,,,,與于窴王建有隙，謊稱趙評被其毒死，借刀王敬誅之，被于闐王安國斬,,,成國 (拘彌),
10473,于窴王建,于窴王建|于窴王|建,51408,,,,,,,,,,0,152,,,0,152,于闐,,,,,,,與拘彌王成國有隙，被其算計借王敬殺,,,建 (于闐),
10474,秦牧,秦牧,51408,,,,,,,,,,0,0,,,,,,東漢,,,,,3,拘彌王成國主簿，斬于窴王建,152,,,
10475,輸僰,輸僰,51408,,,,,,,,,,0,152,,,152,152,于闐,,,,,,3,于窴王建將領，斬王敬，自立為王被國人殺,,,,
10476,于闐王安國,安國|于窴王,51408,,,,,,,,,,0,0,,,152,0,于闐,,,,,,,于窴王建子，被國人立為王，攻殺拘彌王成國,,,安國 (于闐),
10477,宋亮,宋亮|亮,51408,,,,,,,,,,0,0,,,,,,東漢,,,,,3,漢桓帝敦煌太守，令斬輸僰被騙而不能討，立卑君為車師後部王,152,,,
10478,劉廣 (濟南王),濟南悼王廣,51409,,,,,,,,,悼,0,153,,,,,,東漢,,,,,,濟南王劉顯子,,,,
10479,趙忠,趙忠|忠|趙常侍,51409,,0,,,,,,,,0,189,,,,,,東漢,,,,十常侍,,漢桓帝宦者、小黃門，葬父僭制，被朱穆劾查開棺，受寵封侯，漢靈帝中常侍、大長秋、車騎將軍，監議葬竇妙，漢靈帝乾媽，逼死呂強，結仇皇甫嵩免其官，論討黃巾功，被袁紹等斬,,,趙忠 (東漢),
10480,劉陶 (東漢),劉陶|陶|中陵鄉侯,51409,,,劉偉,,,子奇,,,,0,185,,,,,,東漢,潁川,,,,,漢桓帝太學生，為朱穆鳴冤，諫親賢臣遠小人不聽，濟北王劉勃之後，諫止鑄大錢救民貧，漢靈帝司徒掾、諫議大夫，諫早誅張角，諫逐宦官反被誣，閉氣而死,,,,
10481,房植,房植|房伯武,51409,,,,,,伯武,,,,0,0,,,,,,東漢,甘陵,,,,,漢桓帝光祿勳、司空、河南尹，與周福始黨人之議,153,,,
10482,詹山,詹山,51409,,,,,,,,,,0,0,,,,,,東漢,,,,,,漢桓帝武陵蠻，反漢，降應奉,153,,,
10483,應奉,應奉,51409,,,,,,世叔,,,,0,0,,,,,,東漢,汝南,,五行并下,,,漢桓帝武陵太守、從事中郎、司隸校尉，招降詹山，與馮緄共平荊州諸蠻，勸止立田聖為后，諫赦李膺馮緄等罪,153,,,
10484,阿羅多,車師後部王|阿羅多,51409,,,,,,,,,,0,0,,,0,153,車師後國,,,,,,,車師後國王，與嚴皓不合叛漢亡北匈奴，後還降嚴詳，復立為王,,,,
10485,嚴皓,嚴皓,51409,,,,,,,,,,0,0,,,,,,東漢,,,,,3,漢桓帝戊部候，與阿羅多不合致其反叛,153,,,
10486,炭遮,炭遮,51409,,,,,,,,,,0,0,,,,,,車師後國|東漢,,,,,3,車師後部侯，阿羅多叛後降漢,153,,,通鑑標注名稱為炭遮領，疑斷句錯
10487,卑君,卑君,51409,,,,,,,,,,0,0,,,153,153,車師後國,,,,,,,軍就子，質漢，阿羅多叛後宋亮立為車師後部王，復被阿羅多擠走,,,,
